OBJECTID,Region,LANSLU,Soil_Subgroup,Shape_Area,Shape_Length,Primary_Soil_Classification,Primary_Soil_Value,Secondary_Soil_Classification,Secondary_Soil_Value,Tertiary_Soil_Classification,Tertiary_Soil_Value,Total_Soil_Classifications_Count,Total_Soil_Classification_Value
32635,THE RURAL CITY OF MURRAY BRIDGE,BURQME,B2,8.27E-05,0.065616734,B2,65,B3,20,A4,15,3,100
32641,THE DC OF KAROONDA EAST MURRAY,WYNQMB,B2,0.000238119,0.13934975,B2,100,None,0,None,0,1,100
32648,THE DC OF KAROONDA EAST MURRAY,WYNQkB,B2,0.001327463,0.432211171,B2,41.25,C1,33.75,H2,25,3,100
32649,THE RURAL CITY OF MURRAY BRIDGE,BURUJb,H2,1.96E-05,0.024498001,H2,65,B2,15.75,A4,12.25,4,100
32654,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,2.51E-05,0.026609787,B2,65,B3,20,A4,15,3,100
32655,THE RURAL CITY OF MURRAY BRIDGE,PALKXE,M1,8.28E-06,0.018884313,M1,65,C1,20,G1,15,3,100
32660,THE RURAL CITY OF MURRAY BRIDGE,MBEDaD,D1,1.24E-06,0.004839037,D1,35,K3,30,L1,20,4,100
32661,THE DC OF KAROONDA EAST MURRAY,STWSfB,A4,0.000115387,0.066698512,A4,29.75,C1,25.5,B2,17,5,100
32662,THE RURAL CITY OF MURRAY BRIDGE,MNSO-C,H3,1.83E-06,0.007224965,H3,45,G2,35,G4,20,3,100
32665,THE RURAL CITY OF MURRAY BRIDGE,GIHGWB,G4,4.59E-05,0.03203144,G4,55,B7,20,B8,15,4,100
32666,THE RURAL CITY OF MURRAY BRIDGE,MOADsB,G1,2.69E-05,0.029418468,G1,65,L1,20,D1,15,3,100
32669,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,1.85E-05,0.036460336,H3,65,G2,20,G4,15,3,100
32670,THE RURAL CITY OF MURRAY BRIDGE,MNSIBA,A6,1.31E-05,0.02147048,A6,100,None,0,None,0,1,100
32671,THE RURAL CITY OF MURRAY BRIDGE,GIHQVB,B7,2.36E-05,0.026863671,B7,35,B8,30,D2,20,4,100
32675,SOUTHERN MALLEE DC,GURHnA,C4,0.000215232,0.119615087,C4,22.5,D3,22.5,G1,16.25,8,100
32677,SOUTHERN MALLEE DC,BILOAJ,G2,0.000504283,0.154121645,G2,30.25,H3,24.75,H2,20.25,6,100
32679,THE DC OF KAROONDA EAST MURRAY,MAJQOB,B2,0.000108612,0.062800153,B2,41.25,G1,33.75,H3,13.75,4,100
32681,THE DC OF KAROONDA EAST MURRAY,MAJQMB,B2,4.69E-05,0.052921101,B2,100,None,0,None,0,1,100
32686,SOUTHERN MALLEE DC,KEKOAE,H3,0.000451535,0.222404824,H3,60,H2,15,G2,11.25,5,100
32688,SOUTHERN MALLEE DC,BILOAE,H3,1.29E-05,0.01720238,H3,41.25,H2,33.75,G2,13.75,6,100
32690,THE RURAL CITY OF MURRAY BRIDGE,BREGDB,G1,9.95E-05,0.047835879,G1,55,C1,45,None,0,2,100
32699,THE RURAL CITY OF MURRAY BRIDGE,KINO-B,H3,1.74E-05,0.026936262,H3,80,G4,20,None,0,2,100
32704,THE RURAL CITY OF MURRAY BRIDGE,PALKXE,M1,6.47E-06,0.016702017,M1,65,C1,20,G1,15,3,100
32705,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,1.41E-05,0.029646112,H3,65,G2,20,G4,15,3,100
32706,SOUTHERN MALLEE DC,GUROTF,H3,0.000693479,0.341773675,H3,52,H2,13,C4,12.25,6,100
32707,THE RURAL CITY OF MURRAY BRIDGE,BURUJa,H2,4.27E-05,0.040144955,H2,65,B2,15.75,A4,12.25,4,100
32713,THE DC OF KAROONDA EAST MURRAY,KARSSB,A4,5.47E-05,0.041544996,A4,46.75,C1,38.25,H2,15,3,100
32718,THE RURAL CITY OF MURRAY BRIDGE,BURQME,B2,1.65E-05,0.020536632,B2,65,B3,20,A4,15,3,100
32720,THE RURAL CITY OF MURRAY BRIDGE,MBEDaD,D1,5.61E-06,0.010550183,D1,35,K3,30,L1,20,4,100
32721,THE DC OF KAROONDA EAST MURRAY,STWODb,H3,5.32E-06,0.008917472,H3,65,A4,15.75,C1,12.25,4,100
32723,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,4.54E-05,0.04434721,G4,68,G2,17,H3,15,3,100
32725,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,1.93E-05,0.020160482,B2,65,B3,20,A4,15,3,100
32726,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,2.87E-05,0.03364461,G4,68,G2,17,H3,15,3,100
32727,THE RURAL CITY OF MURRAY BRIDGE,KINDgA,D1,5.69E-05,0.051887345,D1,35,K3,30,L1,15,5,100
32731,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,0.000195672,0.140610815,D2,55,A6,20,C3,15,4,100
32732,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,3.24E-05,0.060150274,H3,65,G2,20,G4,15,3,100
32736,THE RURAL CITY OF MURRAY BRIDGE,GIHGXC,G4,1.80E-05,0.022860855,G4,80,G1,20,None,0,2,100
32744,THE DC OF KAROONDA EAST MURRAY,STWSfB,A4,0.001229233,0.290199863,A4,29.75,C1,25.5,B2,17,5,100
32750,THE DC OF KAROONDA EAST MURRAY,MAJODf,B2,0.000337016,0.116733166,B2,30.25,G1,24.75,H3,24.75,4,100
32754,THE RURAL CITY OF MURRAY BRIDGE,NARAgB,L1,7.28E-05,0.059691201,L1,55,D1,20,C2,15,4,100
32755,SOUTHERN MALLEE DC,BILOAE,H3,1.10E-05,0.018859119,H3,41.25,H2,33.75,G2,13.75,6,100
32756,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,2.55E-05,0.028197772,B2,65,B3,20,A4,15,3,100
32757,THE DC OF KAROONDA EAST MURRAY,WYNHoA,D2,3.13E-05,0.025310988,D2,45,C1,35,G1,20,3,100
32759,THE RURAL CITY OF MURRAY BRIDGE,MNSO-D,H3,1.20E-05,0.021793941,H3,45,G2,35,G4,20,3,100
32761,THE RURAL CITY OF MURRAY BRIDGE,MNSQVB,B2,4.65E-05,0.05791282,B2,55,B3,45,None,0,2,100
32762,THE RURAL CITY OF MURRAY BRIDGE,KINDgB,D1,1.04E-05,0.017104366,D1,35,K3,30,L1,15,5,100
32768,THE RURAL CITY OF MURRAY BRIDGE,MNSO-D,H3,1.71E-05,0.0253976,H3,45,G2,35,G4,20,3,100
32769,THE DC OF KAROONDA EAST MURRAY,BURU-D,H2,3.52E-05,0.036896032,H2,100,None,0,None,0,1,100
32772,THE RURAL CITY OF MURRAY BRIDGE,PALQVB,A4,5.30E-06,0.008348137,A4,100,None,0,None,0,1,100
32780,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,1.40E-05,0.024041365,H3,65,G2,20,G4,15,3,100
32786,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,2.38E-05,0.034528591,D2,55,A6,20,C3,15,4,100
32787,THE RURAL CITY OF MURRAY BRIDGE,MNSGOK,G4,5.96E-05,0.045443056,G4,65,F2,20,A6,15,3,100
32794,THE RURAL CITY OF MURRAY BRIDGE,KINDgA,D1,1.64E-05,0.025122909,D1,35,K3,30,L1,15,5,100
32798,THE RURAL CITY OF MURRAY BRIDGE,PALKXE,M1,7.71E-06,0.020369612,M1,65,C1,20,G1,15,3,100
32799,THE RURAL CITY OF MURRAY BRIDGE,MBEAKY,L1,1.39E-05,0.019566284,L1,65,K3,20,D1,15,3,100
32800,THE RURAL CITY OF MURRAY BRIDGE,PALGCC,G4,0.000387825,0.142457921,G4,85,H3,15,None,0,2,100
32802,THE RURAL CITY OF MURRAY BRIDGE,PALDgC,G1,2.11E-05,0.02373394,G1,80,L1,20,None,0,2,100
32804,THE RURAL CITY OF MURRAY BRIDGE,KINHEA,D2,1.18E-05,0.019449161,D2,65,A6,20,C3,15,3,100
32805,THE DC OF KAROONDA EAST MURRAY,KEKOAE,H3,0.001704278,0.457823528,H3,60,H2,15,G2,11.25,5,100
32808,THE RURAL CITY OF MURRAY BRIDGE,LMVSXC,G1,0.000239903,0.093984504,G1,37.5,A4,33.75,H2,28.75,3,100
32817,THE DC OF KAROONDA EAST MURRAY,STWODf,H3,0.000326177,0.116499061,H3,45,A4,24.75,C1,19.25,4,100
32823,THE DC OF KAROONDA EAST MURRAY,WYNHoA,D2,6.66E-05,0.061413075,D2,45,C1,35,G1,20,3,100
32825,THE RURAL CITY OF MURRAY BRIDGE,MNSGOA,G4,3.51E-05,0.035812564,G4,65,F2,20,A6,15,3,100
32831,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,0.000187404,0.078399,B2,65,B3,20,A4,15,3,100
32834,THE RURAL CITY OF MURRAY BRIDGE,KINDgB,D1,9.36E-05,0.089323433,D1,35,K3,30,L1,15,5,100
32846,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,4.84E-05,0.059679156,H3,65,G2,20,G4,15,3,100
32847,THE RURAL CITY OF MURRAY BRIDGE,KINEtB,L1,8.56E-06,0.013208656,L1,75.25,RR,24.75,None,0,2,100
32852,THE DC OF KAROONDA EAST MURRAY,WYNUee,H2,0.000297129,0.105561753,H2,45,B2,24.75,C1,19.25,4,100
32854,THE DC OF KAROONDA EAST MURRAY,KARUBJ,H2,0.000108201,0.076345884,H2,45,A4,22,C1,16.555,4,100
32858,SOUTHERN MALLEE DC,BILOAE,H3,0.00014317,0.070995317,H3,41.25,H2,33.75,G2,13.75,6,100
32859,THE RURAL CITY OF MURRAY BRIDGE,MOAEaB,L1,1.58E-05,0.028582528,L1,55,A2,20,D1,15,4,100
32862,SOUTHERN MALLEE DC,KEKGkA,G2,1.59E-05,0.018482384,G2,45,G1,35,G3,20,3,100
32863,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,2.50E-05,0.036805044,D2,55,A6,20,C3,15,4,100
32864,THE DC OF KAROONDA EAST MURRAY,BILOAE,H3,0.000462824,0.117998083,H3,41.25,H2,33.75,G2,13.75,6,100
32867,THE RURAL CITY OF MURRAY BRIDGE,KINO-B,H3,4.44E-05,0.051125985,H3,80,G4,20,None,0,2,100
32870,THE DC OF KAROONDA EAST MURRAY,KARUBF,H2,0.000480954,0.177236455,H2,65,A4,14,C1,10.535,4,100
32871,THE RURAL CITY OF MURRAY BRIDGE,GIHGQC,G4,0.000255031,0.142053782,G4,41.25,H3,25,B7,15,5,100
32873,THE RURAL CITY OF MURRAY BRIDGE,BRKSdA,B2,0.001024939,0.47273494,B2,26,A4,22.5,B3,19,10,100
32874,THE DC OF KAROONDA EAST MURRAY,WYNQkB,B2,0.00021728,0.081457375,B2,41.25,C1,33.75,H2,25,3,100
32878,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,0.000105426,0.044667891,B2,65,B3,20,A4,15,3,100
32880,THE RURAL CITY OF MURRAY BRIDGE,GIHQVC,B7,5.40E-06,0.011572384,B7,35,B8,30,D2,20,4,100
32882,THE RURAL CITY OF MURRAY BRIDGE,MNSGOA,G4,6.09E-05,0.053510496,G4,65,F2,20,A6,15,3,100
32884,THE RURAL CITY OF MURRAY BRIDGE,GIHDsC,G1,1.30E-05,0.015832812,G1,80,G4,20,None,0,2,100
32890,SOUTHERN MALLEE DC,KEKGkA,G2,4.23E-05,0.031163899,G2,45,G1,35,G3,20,3,100
32893,THE DC OF KAROONDA EAST MURRAY,BURQMB,B2,2.23E-05,0.019474021,B2,65,B3,20,A4,15,3,100
32894,THE RURAL CITY OF MURRAY BRIDGE,GIHQVC,B7,7.30E-06,0.010349161,B7,35,B8,30,D2,20,4,100
32899,THE RURAL CITY OF MURRAY BRIDGE,MNSO-C,H3,1.21E-05,0.023293031,H3,45,G2,35,G4,20,3,100
32900,COORONG DISTRICT COUNCIL,BURUJe,H2,0.000896258,0.308145248,H2,45,B2,24.75,A4,19.25,4,100
32905,THE DC OF KAROONDA EAST MURRAY,BURQcB,B2,0.001214941,0.289847277,B2,41.25,H2,25,A4,15,5,100
32908,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,7.23E-05,0.073631152,A6,45,D2,35,C3,20,3,100
32910,THE RURAL CITY OF MURRAY BRIDGE,KINGGB,G4,0.00022355,0.23373039,G4,80,H3,20,None,0,2,100
32911,THE DC OF KAROONDA EAST MURRAY,BILHaA,D3,6.06E-05,0.049869752,D3,65,G3,20,G2,15,3,100
32913,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,0.000131619,0.125928478,D2,55,A6,20,C3,15,4,100
32920,THE DC OF KAROONDA EAST MURRAY,KARUBJ,H2,0.000398797,0.118012567,H2,45,A4,22,C1,16.555,4,100
32921,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,3.88E-05,0.04375704,G4,68,G2,17,H3,15,3,100
32923,THE RURAL CITY OF MURRAY BRIDGE,BURUJb,H2,0.000107652,0.082589433,H2,65,B2,15.75,A4,12.25,4,100
32927,THE RURAL CITY OF MURRAY BRIDGE,BURUJf,H2,0.000324592,0.132373558,H2,45,B2,24.75,A4,19.25,4,100
32931,THE DC OF KAROONDA EAST MURRAY,BILOAF,H3,6.01E-05,0.064387127,H3,35.75,H2,29.25,G2,19.25,6,100
32936,THE RURAL CITY OF MURRAY BRIDGE,BURUJb,H2,6.79E-05,0.037815841,H2,65,B2,15.75,A4,12.25,4,100
32937,THE DC OF KAROONDA EAST MURRAY,KARUBJ,H2,0.000272683,0.136724382,H2,45,A4,22,C1,16.555,4,100
32938,THE DC OF KAROONDA EAST MURRAY,WYNHoA,D2,4.16E-05,0.036887769,D2,45,C1,35,G1,20,3,100
32945,SOUTHERN MALLEE DC,BILOAJ,G2,0.000379297,0.16212787,G2,30.25,H3,24.75,H2,20.25,6,100
32947,THE RURAL CITY OF MURRAY BRIDGE,LMVXi-,E3,0.000208963,0.087144078,E3,65,G1,20,M2,15,3,100
32950,THE DC OF KAROONDA EAST MURRAY,GURHmA,C4,8.87E-05,0.064523634,C4,27,D3,26,G1,19.5,8,100
32951,THE DC OF KAROONDA EAST MURRAY,KEKOAF,H3,0.000168916,0.060902097,H3,52,G2,15.75,H2,13,5,100
32952,THE RURAL CITY OF MURRAY BRIDGE,GIHQVC,B7,1.20E-05,0.019464722,B7,35,B8,30,D2,20,4,100
32955,THE RURAL CITY OF MURRAY BRIDGE,MNSIBA,A6,8.50E-05,0.084100885,A6,100,None,0,None,0,1,100
32956,SOUTHERN MALLEE DC,BEWOUF,H3,0.000318722,0.100781871,H3,65,G4,12.25,F2,10.5,5,100
32958,THE DC OF KAROONDA EAST MURRAY,WYNQkB,B2,0.00034414,0.146711102,B2,41.25,C1,33.75,H2,25,3,100
32959,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,2.32E-05,0.038880123,A6,45,D2,35,C3,20,3,100
32961,THE RURAL CITY OF MURRAY BRIDGE,MBEDaI,D1,9.53E-06,0.014761221,D1,35,K3,30,L1,20,4,100
32963,THE DC OF KAROONDA EAST MURRAY,BILOAF,H3,0.000470912,0.171924276,H3,35.75,H2,29.25,G2,19.25,6,100
32966,THE DC OF KAROONDA EAST MURRAY,KARHpA,D2,0.000242165,0.13282315,D2,48.75,H2,25,A4,15,4,100
32968,THE RURAL CITY OF MURRAY BRIDGE,BURUJe,H2,0.000350362,0.133816006,H2,45,B2,24.75,A4,19.25,4,100
32971,SOUTHERN MALLEE DC,BEWOUA,H3,6.89E-05,0.042113173,H3,75,G4,8.75,F2,7.5,5,100
32973,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,0.000121768,0.137232023,A6,45,D2,35,C3,20,3,100
32974,SOUTHERN MALLEE DC,GURHnA,C4,0.000656824,0.199470875,C4,22.5,D3,22.5,G1,16.25,8,100
32976,THE DC OF KAROONDA EAST MURRAY,KARUBF,H2,0.000198289,0.167429371,H2,65,A4,14,C1,10.535,4,100
32982,THE RURAL CITY OF MURRAY BRIDGE,BRKO-B,H3,5.15E-05,0.060669926,H3,35,G2,30,G4,20,4,100
32985,THE RURAL CITY OF MURRAY BRIDGE,GIHGWC,G4,0.001903264,0.686305154,G4,55,B7,20,B8,15,4,100
32986,THE RURAL CITY OF MURRAY BRIDGE,PALKXE,M1,4.18E-06,0.010823759,M1,65,C1,20,G1,15,3,100
32987,SOUTHERN MALLEE DC,BILOAE,H3,4.63E-05,0.030180784,H3,41.25,H2,33.75,G2,13.75,6,100
32991,THE RURAL CITY OF MURRAY BRIDGE,MBEAKI,L1,6.39E-06,0.014829666,L1,65,K3,20,D1,15,3,100
32994,THE RURAL CITY OF MURRAY BRIDGE,KINHEA,D2,1.36E-05,0.019485368,D2,65,A6,20,C3,15,3,100
32996,THE RURAL CITY OF MURRAY BRIDGE,PALDgC,G1,5.72E-06,0.010247589,G1,80,L1,20,None,0,2,100
33001,THE DC OF KAROONDA EAST MURRAY,BILHaA,D3,7.21E-06,0.010006138,D3,65,G3,20,G2,15,3,100
33003,THE RURAL CITY OF MURRAY BRIDGE,BURQME,B2,0.000100345,0.08019244,B2,65,B3,20,A4,15,3,100
33004,THE DC OF KAROONDA EAST MURRAY,WYNQMB,B2,3.55E-05,0.028578555,B2,100,None,0,None,0,1,100
33005,THE DC OF KAROONDA EAST MURRAY,WYNHoA,D2,2.92E-05,0.025047582,D2,45,C1,35,G1,20,3,100
33007,THE RURAL CITY OF MURRAY BRIDGE,BURQME,B2,2.55E-05,0.023818933,B2,65,B3,20,A4,15,3,100
33009,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,0.000539509,0.264286915,B2,65,B3,20,A4,15,3,100
33011,THE RURAL CITY OF MURRAY BRIDGE,GIHQVC,B7,3.94E-05,0.030848225,B7,35,B8,30,D2,20,4,100
33021,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,4.90E-05,0.037658879,B2,65,B3,20,A4,15,3,100
33022,THE RURAL CITY OF MURRAY BRIDGE,BRKO-B,H3,3.75E-05,0.032073039,H3,35,G2,30,G4,20,4,100
33026,THE RURAL CITY OF MURRAY BRIDGE,BRKO-B,H3,2.05E-05,0.023703149,H3,35,G2,30,G4,20,4,100
33030,THE DC OF KAROONDA EAST MURRAY,KARUBJ,H2,0.00281635,0.521554219,H2,45,A4,22,C1,16.555,4,100
33032,THE DC OF KAROONDA EAST MURRAY,GURHnA,C4,0.000171482,0.065253556,C4,22.5,D3,22.5,G1,16.25,8,100
33034,THE RURAL CITY OF MURRAY BRIDGE,BREEfB,A2,0.000153972,0.068951985,A2,55,D1,45,None,0,2,100
33037,THE DC OF KAROONDA EAST MURRAY,BILOAF,H3,0.000258623,0.109121848,H3,35.75,H2,29.25,G2,19.25,6,100
33039,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,2.55E-05,0.023768314,B2,65,B3,20,A4,15,3,100
33043,THE DC OF KAROONDA EAST MURRAY,KARUBJ,H2,0.000355418,0.116918988,H2,45,A4,22,C1,16.555,4,100
33045,SOUTHERN MALLEE DC,BILOAF,H3,0.000278934,0.144495217,H3,35.75,H2,29.25,G2,19.25,6,100
33046,THE DC OF KAROONDA EAST MURRAY,BURQMB,B2,0.000260396,0.128468924,B2,65,B3,20,A4,15,3,100
33049,SOUTHERN MALLEE DC,GURHnA,C4,0.000368939,0.208344122,C4,22.5,D3,22.5,G1,16.25,8,100
33052,SOUTHERN MALLEE DC,BEWOUF,H3,0.001038947,0.213975248,H3,65,G4,12.25,F2,10.5,5,100
33053,THE RURAL CITY OF MURRAY BRIDGE,KINO-B,H3,1.31E-05,0.019834879,H3,80,G4,20,None,0,2,100
33055,THE RURAL CITY OF MURRAY BRIDGE,MNSQVB,B2,2.69E-06,0.007061756,B2,55,B3,45,None,0,2,100
33057,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,3.92E-05,0.042716021,A6,45,D2,35,C3,20,3,100
33063,THE RURAL CITY OF MURRAY BRIDGE,KINO-B,H3,1.25E-05,0.018438447,H3,80,G4,20,None,0,2,100
33070,THE RURAL CITY OF MURRAY BRIDGE,BURQcB,B2,0.000694047,0.189114447,B2,41.25,H2,25,A4,15,5,100
33071,THE DC OF KAROONDA EAST MURRAY,WYNUee,H2,0.000207937,0.067517696,H2,45,B2,24.75,C1,19.25,4,100
33073,THE RURAL CITY OF MURRAY BRIDGE,MNSTHA,F2,2.24E-05,0.026431094,F2,55,E3,45,None,0,2,100
33074,THE RURAL CITY OF MURRAY BRIDGE,MBEAKB,L1,3.58E-06,0.009158024,L1,65,K3,20,D1,15,3,100
33078,THE RURAL CITY OF MURRAY BRIDGE,MOADsB,G1,1.67E-05,0.024141766,G1,65,L1,20,D1,15,3,100
33079,THE RURAL CITY OF MURRAY BRIDGE,GIHGXC,G4,3.70E-05,0.038377681,G4,80,G1,20,None,0,2,100
33093,THE DC OF KAROONDA EAST MURRAY,KARUBF,H2,0.000121358,0.08544494,H2,65,A4,14,C1,10.535,4,100
33097,THE DC OF KAROONDA EAST MURRAY,KARHkA,D2,5.31E-05,0.050335051,D2,100,None,0,None,0,1,100
33098,THE RURAL CITY OF MURRAY BRIDGE,BREJWB,G1,5.06E-05,0.034224544,G1,45,D2,35,H2,20,3,100
33106,THE DC OF KAROONDA EAST MURRAY,WYNQMB,B2,4.21E-05,0.027672489,B2,100,None,0,None,0,1,100
33107,THE RURAL CITY OF MURRAY BRIDGE,BURQcA,B2,0.000162553,0.077618707,B2,41.25,H2,25,A4,15,5,100
33110,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,1.71E-05,0.022203916,D2,55,A6,20,C3,15,4,100
33111,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,2.81E-05,0.035637534,G4,68,G2,17,H3,15,3,100
33113,THE RURAL CITY OF MURRAY BRIDGE,MOAEaB,L1,1.17E-05,0.017767021,L1,55,A2,20,D1,15,4,100
33116,SOUTHERN MALLEE DC,BILOAG,H3,0.00229728,0.53901725,H3,35.75,H2,29.25,G2,19.25,6,100
33121,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,2.09E-05,0.016833215,B2,65,B3,20,A4,15,3,100
33123,THE DC OF KAROONDA EAST MURRAY,BILOAG,H3,0.00387137,0.835539893,H3,35.75,H2,29.25,G2,19.25,6,100
33124,THE RURAL CITY OF MURRAY BRIDGE,MNSO-D,H3,3.72E-06,0.009666912,H3,45,G2,35,G4,20,3,100
33127,THE DC OF KAROONDA EAST MURRAY,BURQMB,B2,4.53E-05,0.032063528,B2,65,B3,20,A4,15,3,100
33131,THE RURAL CITY OF MURRAY BRIDGE,BREJUA,D2,6.51E-06,0.011934643,D2,35,M4,30,M1,20,4,100
33135,SOUTHERN MALLEE DC,KEKO-A,H3,0.003707678,0.428618201,H3,80,H2,20,None,0,2,100
33140,SOUTHERN MALLEE DC,BILOAF,H3,0.004779445,0.66657516,H3,35.75,H2,29.25,G2,19.25,6,100
33143,THE DC OF KAROONDA EAST MURRAY,GUROTJ,H3,0.000932994,0.292397291,H3,32,C4,20,D3,17.5,6,100
33145,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,0.000126351,0.075809469,B2,65,B3,20,A4,15,3,100
33146,THE RURAL CITY OF MURRAY BRIDGE,MNSO-D,H3,9.85E-06,0.017471978,H3,45,G2,35,G4,20,3,100
33148,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,2.32E-05,0.025964758,G4,68,G2,17,H3,15,3,100
33149,THE DC OF KAROONDA EAST MURRAY,BILGhA,G2,1.06E-05,0.014837849,G2,32.5,D3,25,H3,13.75,6,100
33152,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,3.61E-05,0.049214056,H3,65,G2,20,G4,15,3,100
33153,THE RURAL CITY OF MURRAY BRIDGE,MNSHEA,D2,2.00E-05,0.030254472,D2,55,A6,20,C3,15,4,100
33158,THE DC OF KAROONDA EAST MURRAY,KEKOAE,H3,0.001185434,0.35952965,H3,60,H2,15,G2,11.25,5,100
33160,THE RURAL CITY OF MURRAY BRIDGE,MBEAKY,L1,2.80E-05,0.03136492,L1,65,K3,20,D1,15,3,100
33161,THE RURAL CITY OF MURRAY BRIDGE,KINHEA,D2,1.00E-05,0.01882534,D2,65,A6,20,C3,15,3,100
33164,THE RURAL CITY OF MURRAY BRIDGE,PALKXE,M1,6.24E-06,0.012886833,M1,65,C1,20,G1,15,3,100
33166,THE DC OF KAROONDA EAST MURRAY,BURRCE,B3,3.40E-05,0.030447339,B3,80,B2,20,None,0,2,100
33168,THE RURAL CITY OF MURRAY BRIDGE,GIHGWC,G4,0.001086344,0.381494877,G4,55,B7,20,B8,15,4,100
33169,THE DC OF KAROONDA EAST MURRAY,WYNHoA,D2,2.71E-05,0.025430965,D2,45,C1,35,G1,20,3,100
33170,THE DC OF KAROONDA EAST MURRAY,KARHpA,D2,0.000252893,0.125952949,D2,48.75,H2,25,A4,15,4,100
33174,THE RURAL CITY OF MURRAY BRIDGE,GIHQVC,B7,0.000134979,0.117834982,B7,35,B8,30,D2,20,4,100
33176,THE RURAL CITY OF MURRAY BRIDGE,MNSTHA,F2,0.00018022,0.122313642,F2,55,E3,45,None,0,2,100
33177,THE RURAL CITY OF MURRAY BRIDGE,MBEEaD,L1,2.56E-05,0.03246449,L1,65,K3,20,D1,15,3,100
33178,THE RURAL CITY OF MURRAY BRIDGE,NAREtC,L1,6.73E-05,0.060051536,L1,55,D1,20,C2,15,4,100
33181,SOUTHERN MALLEE DC,GUROTF,H3,4.24E-05,0.032706776,H3,52,H2,13,C4,12.25,6,100
33186,THE RURAL CITY OF MURRAY BRIDGE,KINEtB,L1,1.63E-05,0.015693659,L1,75.25,RR,24.75,None,0,2,100
33187,THE RURAL CITY OF MURRAY BRIDGE,KINDgB,D1,1.40E-05,0.019264693,D1,35,K3,30,L1,15,5,100
33193,THE RURAL CITY OF MURRAY BRIDGE,PALJUB,G1,0.000261661,0.108687949,G1,45,M1,35,H2,20,3,100
33196,THE RURAL CITY OF MURRAY BRIDGE,MNSGGB,G4,0.000158098,0.105867196,G4,68,G2,17,H3,15,3,100
33197,THE RURAL CITY OF MURRAY BRIDGE,NARAgA,L1,2.25E-05,0.022387891,L1,55,D1,20,C2,15,4,100
33198,SOUTHERN MALLEE DC,BILOAF,H3,0.000113495,0.070094976,H3,35.75,H2,29.25,G2,19.25,6,100
33201,THE RURAL CITY OF MURRAY BRIDGE,KINEtB,L1,6.95E-05,0.050168064,L1,75.25,RR,24.75,None,0,2,100
33202,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,2.68E-05,0.026908804,A6,45,D2,35,C3,20,3,100
33204,THE RURAL CITY OF MURRAY BRIDGE,MNSIVA,A6,1.82E-05,0.038399308,A6,45,D2,35,C3,20,3,100
33218,THE RURAL CITY OF MURRAY BRIDGE,MBEAKY,L1,2.97E-05,0.026803588,L1,65,K3,20,D1,15,3,100
33222,THE RURAL CITY OF MURRAY BRIDGE,BURQMB,B2,8.48E-05,0.050415371,B2,65,B3,20,A4,15,3,100
33223,THE RURAL CITY OF MURRAY BRIDGE,GIHGWC,G4,5.31E-05,0.042079793,G4,55,B7,20,B8,15,4,100
33225,THE RURAL CITY OF MURRAY BRIDGE,MNSO-B,H3,1.13E-05,0.022170247,H3,65,G2,20,G4,15,3,100
33229,THE DC OF KAROONDA EAST MURRAY,BILOAF,H3,9.89E-05,0.050103216,H3,35.75,H2,29.25,G2,19.25,6,100
33230,THE DC OF KAROONDA EAST MURRAY,KARHpA,D2,0.000324632,0.115241232,D2,48.75,H2,25,A4,15,4,100
33232,THE RURAL CITY OF MURRAY BRIDGE,BURUJe,H2,0.000106158,0.063228046,H2,45,B2,24.75,A4,19.25,4,100
